  step    steps_total    steps_local    running_reward    loss
   799         390687            600             447.3  1.81287
   800         391287            600             437.5  1.42838
   801         391887            600             127.7  1.45829
   802         392487            600             972.7  1.39047
   803         393087            600             461.6  1.49540
   804         393687            600             311.0  1.57969
   805         394287            600             346.1  1.47038
   806         394887            600             379.4  1.46385
   807         395487            600              29.2  1.57565
   808         396087            600             290.3  1.38028
   809         396687            600             180.7  1.52694
   810         397287            600             511.0  1.45272
   811         397887            600             928.4  1.57706
   812         398487            600             278.2  1.33876
   813         399087            600              61.7  1.43909
   814         399687            600             338.0  1.44926
   815         400287            600             204.1  2.14290
   816         400887            600             154.7  1.71811
   817         401487            600             163.8  1.90147
   818         402087            600             236.5  1.56441
   819         402687            600             226.7  1.57506
   820         403287            600             637.3  1.65053
   821         403887            600             883.6  1.30303
   822         404487            600              46.0  1.99689
   823         405087            600              10.3  1.53755
   824         405687            600             223.4  1.42835
   825         406287            600             540.4  1.43574
   826         406887            600             410.1  1.28078
   827         407487            600             963.4  2.04826
   828         408087            600             -54.2  1.46574
   829         408496            409             220.0  1.98651
   830         409096            600             628.7  1.93246
   831         409696            600              72.4  1.35915
   832         410296            600             274.6  1.50452
   833         410896            600            1016.8  1.84915
   834         411496            600             335.4  1.98211
   835         412096            600             825.8  1.42488
   836         412696            600             847.3  1.91820
   837         413296            600             488.6  1.40205
   838         413896            600             344.4  1.29878
   839         414496            600             760.4  1.72900
   840         415096            600             433.9  1.56355
   841         415696            600             624.5  1.42815
   842         416296            600             655.8  1.47746
   843         416896            600             399.8  1.40538
   844         417496            600              62.3  1.35936
   845         418096            600             290.3  1.69424
   846         418696            600             154.3  1.51436
   847         419296            600             -68.6  1.51215
   848         419896            600             361.6  1.42749
   849         420496            600             207.1  1.30089
   850         420909            413            -168.6  1.78787
   851         421509            600              80.8  1.52157
   852         422109            600             732.8  1.46856
   853         422709            600             429.8  1.56551
   854         423309            600              59.2  1.72237
   855         423909            600             619.8  1.52524
   856         424509            600             115.7  1.35143
   857         425109            600             747.3  1.59043
   858         425709            600             881.9  1.49571
   859         426309            600             581.8  1.49316
   860         426909            600             369.4  1.50869
   861         427509            600             303.6  1.53906
   862         428109            600              20.4  1.68826
   863         428709            600             144.7  1.78580
   864         429309            600             -26.2  1.72880
   865         429909            600             -22.9  1.71152
   866         430509            600             205.4  1.42462
   867         430709            200            -280.5  1.36059
   868         431309            600             603.7  1.45852
   869         431909            600             418.2  1.57365
   870         432509            600             -18.3  1.79324
   871         433109            600              36.6  1.62856
   872         433709            600             155.1  1.51325
   873         434309            600             -78.4  1.62195
   874         434909            600             748.5  1.48914
   875         435509            600             393.8  1.36895
   876         436109            600             143.0  1.60708
   877         436709            600             696.1  1.45681
   878         437309            600             612.0  1.43971
   879         437909            600             221.5  1.52422
   880         438509            600             302.0  2.08469
   881         439109            600             639.4  2.08846
   882         439709            600             194.2  1.52590
   883         440309            600             495.0  1.68673
   884         440909            600             908.6  1.46973
   885         441301            392            -264.8  1.63110
   886         441901            600             279.8  1.81667
   887         442501            600             302.3  1.99516
   888         443101            600             301.7  2.15994
   889         443701            600             201.6  1.51314
   890         444301            600             717.1  1.47759
   891         444901            600             174.3  1.59690
   892         445501            600             755.5  1.37327
   893         446101            600             151.0  1.62191
   894         446701            600             943.9  1.62960
   895         447301            600             272.4  1.86796
   896         447901            600             463.1  1.37904
   897         448501            600             467.1  1.58182
   898         449101            600             382.9  1.90692
   899         449701            600            -469.7  1.56132
   900         450301            600             291.2  1.67883
   901         450901            600             240.2  1.46298
   902         451501            600             163.0  1.47462
   903         452101            600             532.8  1.45809
   904         452701            600             265.1  1.66190
   905         453301            600             603.0  1.57781
   906         453901            600             484.1  1.56707
   907         454396            495            -225.7  1.69724
   908         454996            600             964.1  1.39876
   909         455596            600             125.7  1.33972
   910         456196            600             279.1  1.49624
   911         456796            600              22.3  1.61813
   912         457396            600             315.6  1.47379
   913         457996            600            -158.4  1.91924
   914         458596            600             543.5  1.75776
   915         459196            600            -270.6  1.48681
   916         459796            600             -95.5  1.51887
   917         460396            600             942.8  1.42443
   918         460996            600             503.5  1.50218
   919         461596            600             672.7  1.44643
   920         462196            600             -23.4  1.45289
   921         462796            600             396.0  1.40654
   922         463396            600             266.7  1.57494
   923         463996            600             484.5  1.63527
   924         464596            600             368.8  1.91119
   925         465196            600             298.5  1.75048
   926         465796            600             354.5  1.66308
   927         466396            600             322.6  1.40787
   928         466996            600             -84.5  1.48656
   929         467596            600             824.5  1.47565
   930         468196            600             207.3  1.50424
   931         468796            600             315.9  1.46573
   932         469396            600             217.5  1.60177
   933         469996            600            1036.5  1.40183
   934         470596            600            -218.7  1.56754
   935         471196            600             154.9  1.41869
   936         471796            600             681.5  1.56719
   937         472396            600             370.9  1.51993
   938         472996            600             508.6  1.47336
   939         473596            600             207.4  1.31687
   940         474196            600            -153.9  1.68499
   941         474796            600             647.6  1.64272
   942         475396            600             188.3  1.58657
   943         475996            600             293.2  1.41877
   944         476596            600             836.1  1.75440
   945         477196            600              95.4  1.41232
   946         477796            600            -259.0  1.53559
   947         478396            600              66.8  1.32909
   948         478996            600             202.3  1.50788
   949         479596            600             429.3  1.45608
   950         480196            600             436.2  1.58988
   951         480796            600             470.0  1.68528
   952         481396            600             149.4  1.76333
   953         481996            600             137.3  1.44442
   954         482596            600             798.5  1.97204
   955         483196            600             745.4  1.70025
   956         483796            600             818.4  1.48831
   957         484396            600             708.3  1.94578
   958         484996            600            1063.3  1.58150
   959         485596            600             214.9  1.91300
   960         486196            600             881.8  1.47808
   961         486796            600             219.7  1.40632
   962         487396            600             103.5  1.65380
   963         487996            600             807.0  1.47398
   964         488596            600             771.9  1.58108
   965         489196            600             880.4  1.81551
   966         489796            600             193.8  2.20672
   967         490396            600             830.1  1.28771
   968         490996            600             333.4  1.43431
   969         491596            600             672.0  1.46625
   970         492196            600             497.4  1.33325
   971         492796            600             877.1  1.39171
   972         493396            600             621.1  1.51149
   973         493996            600             206.8  1.25458
   974         494596            600             410.5  1.52235
   975         495196            600              79.5  2.04515
   976         495796            600             272.5  1.56006
   977         496396            600             728.3  1.58579
   978         496996            600              71.5  1.66266
   979         497596            600             -24.6  1.71116
   980         498196            600             602.5  1.47518
   981         498796            600             -35.2  1.48415
   982         499396            600             409.3  1.66647
   983         499996            600             175.0  1.49209
   984         500596            600             167.3  1.59795
   985         501196            600             466.3  1.62994
   986         501796            600             446.1  1.32356
   987         502396            600            -212.1  1.49592
   988         502996            600             482.7  1.49398
   989         503596            600             755.9  2.05508
   990         504196            600             417.2  1.39726
   991         504796            600             248.9  1.38526
   992         505396            600              64.8  1.36017
   993         505996            600             173.5  1.52118
   994         506596            600             411.4  1.39167
   995         507196            600             403.5  1.51707
   996         507796            600             409.9  1.36029
   997         508396            600             570.3  1.27729
   998         508996            600             185.4  1.42529
   999         509596            600             221.4  1.58776
  1000         510196            600             487.4  1.42849
  1001         510796            600             417.7  1.46573
  1002         511396            600             559.3  1.99851
  1003         511996            600             301.8  1.38139
  1004         512596            600              37.1  1.31028
  1005         513196            600             384.8  1.54959
  1006         513796            600             201.4  1.44245
  1007         514396            600             363.1  1.49408
  1008         514996            600             711.8  1.48645
  1009         515596            600             569.4  1.47683
  1010         516196            600             434.3  1.67581
  1011         516796            600             283.7  1.44144
  1012         517396            600             313.7  1.47536
  1013         517996            600             209.3  1.45760
  1014         518596            600            -237.5  1.45475
  1015         519196            600             365.5  1.25033
  1016         519796            600              61.5  1.28463
  1017         520336            540             430.7  1.39532
  1018         520936            600             -19.0  1.36691
  1019         521536            600             165.9  1.47519
  1020         522136            600             775.5  1.37710
  1021         522736            600             527.1  1.42630
  1022         523336            600              75.3  1.30088
  1023         523936            600            -135.0  1.30710
  1024         524536            600             103.6  1.34794
  1025         525136            600             621.7  1.35136
  1026         525736            600             845.2  1.44383
  1027         526336            600             390.1  1.33845
  1028         526936            600             671.5  1.52821
  1029         527536            600             424.1  1.44222
  1030         528136            600             603.2  1.46156
  1031         528736            600              23.9  1.51241
  1032         529336            600             810.1  1.58036
  1033         529936            600             795.3  1.48126
  1034         530536            600             818.1  1.47143
  1035         531136            600             256.0  1.81471
  1036         531736            600             359.5  1.32491
  1037         532336            600            1070.8  1.36562
  1038         532936            600             221.0  1.37762
  1039         533536            600            1072.8  1.28167
  1040         534136            600             703.6  1.47815
  1041         534351            215            -282.4  1.50094
  1042         534951            600             462.8  1.30842
  1043         535551            600             878.2  1.93968
  1044         536151            600              11.2  1.28954
  1045         536751            600             147.3  1.44282
  1046         537147            396            -169.0  1.31691
  1047         537747            600             517.5  1.46114
  1048         538347            600             514.8  1.39926
  1049         538947            600              96.5  1.37445
  1050         539547            600            -260.7  1.67326
  1051         540147            600            -323.2  1.36543
  1052         540747            600             119.2  1.26497
  1053         541347            600             724.9  1.48288
  1054         541947            600             353.4  1.71099
  1055         542547            600             145.0  1.36327
  1056         543147            600             502.3  1.49328
  1057         543747            600             -92.0  1.34534
  1058         544347            600             198.2  1.40514
  1059         544947            600             587.5  1.31245
  1060         545547            600             406.6  1.39084
  1061         546147            600             414.7  1.14008
  1062         546747            600             143.2  1.45889
  1063         547347            600              34.0  1.17559
  1064         547947            600             890.0  1.37085
  1065         548547            600             201.2  1.46320
  1066         549147            600             668.4  1.45868
  1067         549747            600             327.5  1.47936
  1068         550347            600             609.3  1.45362
  1069         550947            600            -112.9  1.33385
  1070         551547            600             340.9  1.37287
  1071         552147            600             447.0  1.69347
  1072         552747            600              89.8  1.49949
  1073         553347            600             451.1  1.34908
  1074         553947            600             465.8  1.26530
  1075         554547            600             685.0  1.29306
  1076         555147            600             472.1  1.25120
  1077         555747            600              82.4  2.00669
  1078         556347            600             330.9  1.42458
  1079         556947            600             528.4  1.27811
  1080         557547            600             882.1  1.34298
  1081         558147            600             -39.0  1.50122
  1082         558747            600            -455.2  1.38289
  1083         559347            600             609.0  1.56540
  1084         559947            600              99.4  1.46048
  1085         560547            600             382.8  1.26227
  1086         561147            600             113.0  1.58193
  1087         561747            600             665.5  1.25570
  1088         562347            600             237.3  1.26016
  1089         562947            600            1106.1  1.41412
  1090         563547            600             375.8  1.39941
  1091         564147            600             607.2  1.37663
  1092         564747            600             748.0  1.32722
  1093         565347            600             247.1  1.28875
  1094         565947            600             634.6  1.37403
  1095         566547            600               5.1  1.44792
  1096         567147            600             219.5  1.41960
  1097         567747            600             361.5  1.31453
  1098         568347            600             -70.1  1.54765
  1099         568947            600             515.1  1.33201
  1100         569547            600             512.3  1.57273
  1101         570147            600             427.0  1.92501
  1102         570747            600              60.7  1.24445
  1103         571347            600             936.7  1.25965
  1104         571947            600             478.0  1.43473
  1105         572547            600             634.7  1.30994
  1106         573147            600            -593.3  1.56371
  1107         573747            600             588.9  1.21374
  1108         574347            600             122.3  1.34706
  1109         574947            600             265.3  1.66614
  1110         575547            600             288.4  1.37473
  1111         576147            600             429.7  1.44573
  1112         576747            600             310.2  1.42185
  1113         577347            600             678.3  1.27139
  1114         577947            600             573.9  1.36400
  1115         578547            600             355.7  1.28353
  1116         579147            600             763.5  1.31535
  1117         579747            600             234.6  1.27304
  1118         580347            600             600.2  1.32422
  1119         580947            600             738.7  1.28498
  1120         581547            600             500.3  1.82998
  1121         582147            600             520.9  1.17439
  1122         582747            600             346.1  1.25722
  1123         583347            600             930.2  1.21292
  1124         583947            600             341.0  1.59631
  1125         584547            600             304.8  1.26481
  1126         585147            600               5.2  1.47162
  1127         585747            600              49.9  1.28718
  1128         586347            600             492.5  1.21290
  1129         586947            600             585.8  1.24876
  1130         587547            600             547.8  1.59762
  1131         587757            210            -366.6  1.49838
  1132         588357            600              84.8  1.58128
  1133         588957            600             -75.3  1.33435
  1134         589557            600             265.6  1.35992
  1135         590157            600              53.2  1.46291
  1136         590757            600             417.4  1.33516
  1137         591357            600             487.5  1.45320
  1138         591957            600             767.8  1.34957
  1139         592557            600             674.5  1.40424
  1140         593157            600             907.5  1.29835
  1141         593757            600             167.5  1.25132
  1142         594357            600             765.1  1.27912
  1143         594957            600             226.0  1.24319
  1144         595557            600             464.8  1.14381
  1145         596157            600             596.8  1.34779
  1146         596757            600             158.2  1.54925
  1147         597357            600             302.5  1.34506
  1148         597957            600              31.5  1.32002
  1149         598557            600             500.0  1.17030
  1150         599157            600             -13.8  1.32863
  1151         599757            600             174.5  1.98842
  1152         600357            600             288.3  1.17182
  1153         600957            600             236.5  1.67544
  1154         601557            600             501.7  1.31228
  1155         602157            600             792.1  1.27609
  1156         602757            600             539.2  1.26598
  1157         603357            600             682.1  1.38509
  1158         603957            600             646.4  1.18534
  1159         604557            600             419.1  1.50581
  1160         605157            600             781.4  1.37442
  1161         605757            600            1028.8  1.41067
  1162         606357            600             756.7  1.25566
  1163         606957            600             416.6  1.23261
  1164         607557            600             961.1  1.42389
  1165         608157            600             146.8  1.39776
  1166         608757            600             202.4  1.41430
  1167         609357            600             765.8  1.15913
  1168         609957            600             891.1  1.28521
  1169         610557            600               0.8  1.42454
  1170         611157            600             797.9  1.55719
  1171         611367            210            -381.1  1.55148
  1172         611967            600             614.7  1.46608
  1173         612567            600             392.6  1.27614
  1174         613167            600             133.8  1.24613
  1175         613767            600             -89.7  1.40896
  1176         614367            600             931.6  1.54815
  1177         614967            600             774.8  1.40934
  1178         615567            600             -51.3  1.35547
  1179         616167            600             113.9  1.62942
  1180         616767            600             203.2  1.35114
  1181         617367            600             226.6  1.61458
  1182         617967            600             277.7  1.21984
  1183         618567            600             413.2  1.38778
  1184         619167            600            -108.3  1.23510
  1185         619767            600             377.0  1.37227
  1186         620367            600             783.3  1.26370
  1187         620967            600             608.3  1.38763
  1188         621567            600             141.2  1.36613
  1189         622167            600             452.4  1.37456
  1190         622767            600             191.1  1.28052
  1191         623367            600             400.7  1.22007
  1192         623967            600             453.2  1.33952
  1193         624567            600             358.2  1.24631
  1194         625167            600             405.4  1.45063
  1195         625767            600             828.2  1.46207
  1196         626367            600             195.2  1.21563
  1197         626967            600             390.7  1.64788
  1198         627567            600             348.1  1.53049
  1199         628167            600             667.2  1.32760
  1200         628767            600            1064.7  1.61274
  1201         629367            600             396.0  1.33430
  1202         629967            600             195.0  1.42108
  1203         630567            600             262.0  1.29993
  1204         631167            600             210.7  1.32271
  1205         631767            600             678.9  1.14765
  1206         632367            600             922.8  1.23721
  1207         632967            600             117.2  1.47325
  1208         633567            600             295.8  1.27924
  1209         634167            600             401.9  1.25704
  1210         634767            600             342.3  1.51722
  1211         635367            600             498.9  1.47023
  1212         635967            600             199.6  1.11569
  1213         636567            600             439.8  1.49027
  1214         637167            600             379.8  1.65521
  1215         637767            600             622.2  1.47063
  1216         638367            600             197.7  1.41890
  1217         638967            600             246.1  1.29655
  1218         639567            600             796.9  1.29468
  1219         640167            600             334.1  1.53319
  1220         640767            600             174.8  1.26137
  1221         641367            600             275.0  1.24330
  1222         641967            600             374.2  1.42922
  1223         642567            600               5.5  1.29649
  1224         643167            600             391.9  1.53607
  1225         643767            600             841.0  1.23032
  1226         644367            600             730.7  1.28627
  1227         644967            600             697.5  1.55084
  1228         645567            600             506.0  1.32567
  1229         646167            600             788.7  1.19251
  1230         646767            600             -31.0  1.21496
  1231         647367            600             708.5  1.28385
  1232         647967            600             302.5  1.28879
  1233         648567            600             184.2  1.42068
  1234         649167            600             208.0  1.11427
  1235         649767            600             419.9  1.38775
  1236         650367            600               0.7  1.17783
  1237         650967            600             939.2  1.24888
  1238         651567            600             948.2  1.30888
  1239         651729            162            -367.7  1.30992
  1240         652329            600            1255.4  1.30761
  1241         652929            600             399.9  1.17303
  1242         653529            600             106.0  1.30124
  1243         654129            600             361.8  1.19008
  1244         654729            600             312.0  1.39455
  1245         655329            600             506.0  1.32146
  1246         655929            600              16.3  1.32037
  1247         656529            600             547.5  1.16537
  1248         657129            600             538.2  1.78024
  1249         657729            600             207.4  1.32398
  1250         658329            600             610.2  1.17981
  1251         658929            600             208.8  1.45912
  1252         659529            600             459.4  1.32994
  1253         660129            600              20.8  1.25947
  1254         660729            600             709.3  1.39786
  1255         661329            600             630.0  1.19449
  1256         661929            600             491.4  1.29670
  1257         662529            600             833.1  1.20037
  1258         663129            600            -243.0  1.14088
  1259         663729            600             403.6  1.29668
  1260         664329            600             646.2  1.15043
  1261         664929            600             492.8  1.25702
  1262         665529            600             481.8  1.34831
  1263         666129            600              37.2  1.17781
  1264         666729            600             611.3  1.25789
  1265         667329            600               4.2  1.21949
  1266         667929            600             718.2  1.19681
  1267         668529            600             405.1  1.28427
  1268         669129            600             216.6  1.39977
  1269         669729            600             720.0  1.43942
  1270         670329            600             -54.7  1.33720
  1271         670929            600             214.7  1.52773
  1272         671529            600             742.3  1.13354
  1273         672129            600              30.3  1.20813
  1274         672729            600             738.3  1.25704
  1275         673329            600             -36.1  1.25383
  1276         673929            600             697.3  1.13391
  1277         674529            600             515.6  1.15849
  1278         675129            600            -112.6  1.71324
  1279         675729            600             724.7  1.08994
  1280         676329            600             520.3  1.09218
  1281         676929            600             625.6  1.22108
  1282         677529            600             444.3  1.16384
  1283         678129            600             267.7  1.21671
  1284         678729            600             390.9  1.26150
  1285         679329            600             551.3  1.31140
  1286         679929            600              96.6  1.66096
  1287         680529            600             460.6  1.23792
  1288         681129            600             559.8  1.36828
  1289         681729            600              65.2  1.24344
  1290         682329            600             148.9  1.20622
  1291         682929            600              68.0  1.20497
  1292         683529            600             205.0  1.38274
  1293         684129            600              26.8  1.45005
  1294         684729            600             439.8  1.18928
  1295         685329            600             818.8  1.27809
  1296         685929            600             170.5  1.21515
  1297         686529            600             441.6  1.21227
  1298         687129            600             206.9  1.16710
  1299         687729            600             423.6  1.19999
  1300         688329            600             522.4  1.35225
  1301         688929            600            -130.5  1.19374
  1302         689529            600             584.0  1.21490
  1303         690129            600             354.5  1.54511
  1304         690729            600             491.3  1.22741
  1305         691329            600             934.6  1.21650
  1306         691929            600             368.5  1.37190
  1307         692529            600             864.8  1.67131
  1308         693129            600             566.0  1.21059
  1309         693729            600             -45.4  1.30911
  1310         694329            600            1003.9  1.35409
  1311         694929            600             785.5  1.25273
  1312         695529            600             554.6  1.18789
  1313         696129            600             740.4  1.30741
  1314         696729            600             192.6  1.23020
  1315         697329            600             400.1  1.16279
  1316         697929            600             572.1  1.43214
  1317         698529            600             568.2  1.63118
  1318         699129            600             -11.1  1.28753
  1319         699729            600             -87.4  1.14219
  1320         700329            600             951.8  1.19141
  1321         700929            600             166.0  1.23613
  1322         701529            600             171.6  1.14749
  1323         702129            600              85.2  1.11572
  1324         702729            600             502.9  1.19154
  1325         703329            600             277.6  1.37651
  1326         703929            600             379.9  1.99612
  1327         704529            600              86.7  1.18691
  1328         705129            600             226.5  1.18595
  1329         705729            600             300.3  1.21906
  1330         706329            600             151.9  1.28380
  1331         706929            600             489.4  1.28102
  1332         707529            600             835.4  1.34856
  1333         708129            600             367.2  1.24700
  1334         708729            600             990.2  1.17132
  1335         709329            600             505.0  1.26072
  1336         709929            600             229.2  1.17397
  1337         710529            600             101.5  1.03910
  1338         711129            600             232.7  1.06646
  1339         711729            600             339.5  1.24089
  1340         712329            600             625.3  1.26666
  1341         712929            600             290.1  1.61567
  1342         713529            600             131.3  1.19143
  1343         714129            600             492.3  1.20647
  1344         714729            600             245.9  1.06242
  1345         715329            600             755.6  1.48243
  1346         715929            600            1297.6  1.08031
  1347         716529            600             235.2  1.23417
  1348         717129            600             175.8  1.26712
  1349         717729            600             -51.6  1.16732
  1350         718329            600             401.3  1.22963
  1351         718929            600            1121.7  1.27383
  1352         719529            600             181.1  1.19729
  1353         720129            600             717.6  1.05114
  1354         720729            600               6.5  1.12014
  1355         721329            600             942.8  1.45562
  1356         721929            600             754.3  1.38850
  1357         722529            600             471.6  1.19851
  1358         723129            600             297.6  1.54527
  1359         723729            600             173.5  1.25223
  1360         724329            600              53.5  1.09403
  1361         724929            600             263.5  1.12516
  1362         725529            600             606.6  1.16096
  1363         726129            600             760.8  1.07588
  1364         726729            600             617.9  1.07897
  1365         727329            600             275.0  1.30440
  1366         727929            600             363.3  1.15450
  1367         728529            600             447.1  1.18147
  1368         729129            600             326.7  1.35057
  1369         729729            600             588.2  1.14074
  1370         730329            600             286.4  1.23558
  1371         730929            600             433.5  1.45012
  1372         731529            600            -293.5  1.51709
  1373         732129            600              74.2  1.49285
  1374         732729            600             292.7  1.60740
  1375         733329            600             345.8  1.54914
  1376         733929            600             351.6  1.15030
  1377         734529            600             328.2  1.34284
  1378         735129            600             194.5  1.17959
  1379         735686            557             697.1  1.23638
  1380         736286            600             295.8  1.36219
  1381         736886            600             471.1  1.09325
  1382         737486            600             648.5  1.26033
  1383         738086            600             146.2  1.19728
  1384         738686            600             596.3  1.19884
  1385         739286            600             402.7  1.08877
  1386         739886            600             416.9  1.14913
  1387         740486            600             251.7  1.30189
  1388         741086            600             857.0  1.22844
  1389         741686            600             258.7  1.29116
  1390         742286            600             148.9  1.32549
  1391         742886            600             750.4  1.17414
  1392         743486            600            1180.5  1.11045
  1393         744086            600             668.2  1.18481
  1394         744686            600             221.7  1.34509
  1395         745286            600             610.9  1.21959
  1396         745886            600             740.2  1.32774
  1397         746486            600             413.5  1.37965
  1398         747086            600             769.6  1.29201
  1399         747686            600             635.3  1.41250
  1400         748286            600             974.7  1.16690
  1401         748886            600              74.6  1.26055
  1402         749486            600             131.5  1.22654
  1403         750086            600             348.4  1.86314
  1404         750686            600             -22.2  1.18615
  1405         751286            600             504.6  1.19856
  1406         751886            600             491.0  1.28118
  1407         752486            600             274.0  1.24744
  1408         753086            600             214.1  1.41104
  1409         753686            600             339.3  1.20951
  1410         754286            600             939.3  1.23211
  1411         754886            600            1145.8  1.26592
  1412         755486            600             900.3  1.38286
  1413         756086            600             275.4  1.35775
  1414         756686            600             836.5  1.24103
  1415         757286            600            1008.2  1.63709
  1416         757886            600             518.6  1.20712
  1417         758486            600             672.2  1.16883
  1418         759086            600              66.7  1.31168
  1419         759686            600             592.1  1.16565
  1420         760286            600             590.1  1.34015
  1421         760886            600             260.5  1.41968
  1422         761486            600             141.4  1.16741
  1423         762086            600             146.9  1.26637
  1424         762686            600             777.5  1.22539
  1425         763286            600             173.7  1.18040
  1426         763886            600             707.9  1.20951
  1427         764486            600             -22.2  1.35831
  1428         765086            600             343.6  1.27062
  1429         765686            600             623.1  1.23408
  1430         766286            600             278.8  1.40978
  1431         766886            600             443.0  1.18332
  1432         767486            600             590.6  1.51992
  1433         768086            600             289.4  1.17557
  1434         768686            600             751.5  1.22869
  1435         769286            600            1210.7  1.31027
  1436         769886            600             196.4  1.18594
  1437         770486            600             512.5  1.18117
  1438         771086            600             216.6  1.29840
  1439         771686            600             407.8  1.23196
  1440         772286            600             514.4  1.18802
  1441         772886            600             282.9  1.14046
  1442         773486            600             212.0  1.24728
  1443         774086            600             741.8  1.16692
  1444         774686            600             525.1  1.30601
  1445         775286            600            1046.2  1.23159
  1446         775886            600             -63.4  1.30206
  1447         776486            600             115.9  1.23262
  1448         777086            600             459.9  1.17841
  1449         777686            600            -107.2  1.74317
  1450         778286            600             324.2  1.48184
  1451         778886            600             873.1  1.31949
  1452         779486            600             607.7  1.10613
  1453         780086            600             182.1  1.22992
  1454         780686            600             279.7  1.30645
  1455         781286            600             160.9  1.13715
  1456         781886            600             375.4  1.15471
  1457         782486            600             375.8  1.13850
  1458         783086            600             367.6  1.24895
  1459         783686            600             823.6  1.34524
  1460         784286            600             123.2  1.35590
  1461         784886            600             345.2  1.35432
  1462         785486            600             450.0  1.54080
  1463         786086            600             391.6  1.18193
  1464         786686            600             532.8  1.35783
  1465         787286            600             864.9  1.38378
  1466         787886            600              74.9  1.11189
  1467         788486            600             935.6  1.31909
  1468         789086            600             423.4  1.26071
  1469         789686            600            1111.2  1.48684
  1470         790286            600             495.5  1.10464
  1471         790886            600             581.8  1.12822
  1472         791486            600             253.9  1.19589
  1473         792086            600             489.2  1.52737
  1474         792686            600             258.7  1.30615
  1475         793286            600             595.9  1.21290
  1476         793886            600             549.6  1.23659
  1477         794486            600             605.8  1.46992
  1478         795086            600             833.3  1.26756
  1479         795686            600             890.5  1.40738
  1480         796286            600            1055.8  1.18101
  1481         796886            600             440.7  1.33807
  1482         797486            600             571.5  1.30216
  1483         798086            600             187.3  1.15860
  1484         798686            600             368.1  1.69909
  1485         799286            600             348.0  1.19561
  1486         799886            600             374.3  1.22452
  1487         800486            600              73.0  1.14487
  1488         801086            600             237.0  1.23248
  1489         801686            600              64.9  1.25268
  1490         802286            600             631.3  1.27812
  1491         802886            600            1008.2  1.13999
  1492         803486            600             221.4  1.52927
  1493         804086            600             755.7  1.59829
  1494         804686            600             346.4  1.17208
  1495         805286            600             232.6  1.17116
  1496         805886            600             732.6  1.20456
  1497         806486            600             124.9  1.18323
  1498         807086            600             665.0  1.14865
  1499         807686            600             602.0  1.20709
  1500         808286            600              55.6  1.28314
  1501         808886            600             600.1  1.09270
  1502         809486            600             192.3  1.26964
  1503         810086            600             192.8  1.16957
  1504         810686            600             554.0  1.20790
  1505         811286            600             196.2  1.47097
  1506         811886            600            1018.7  1.18163
  1507         812486            600             594.5  1.25493
  1508         813086            600             159.4  1.25826
  1509         813686            600             342.7  1.21797
  1510         814286            600             139.3  1.28851
  1511         814886            600             432.3  1.63872
  1512         815486            600             140.1  1.31654
  1513         816086            600             380.3  1.22265
  1514         816686            600             258.5  1.43324
  1515         817286            600             532.3  1.15392
  1516         817886            600             281.4  1.08760
  1517         818486            600            1040.2  1.04794
  1518         819086            600             727.6  1.13032
  1519         819686            600             768.5  1.46553
  1520         820286            600             598.8  1.17994
  1521         820886            600             702.9  1.10477
  1522         821486            600             569.6  1.24667
  1523         822086            600             364.9  1.36108
  1524         822686            600             471.0  1.33256
  1525         823286            600             288.1  1.19895
  1526         823886            600             647.1  1.18580
  1527         824486            600             439.1  1.09312
  1528         825086            600             836.3  1.03051
  1529         825686            600            1062.9  1.17678
  1530         826286            600             787.0  1.11348
  1531         826886            600              53.6  1.23320
  1532         827486            600             956.7  1.14271
  1533         828086            600             433.8  1.98915
  1534         828686            600             411.6  1.76391
  1535         829286            600             487.7  1.40402
  1536         829886            600             237.1  1.11516
  1537         830486            600             186.8  1.18429
  1538         831086            600             799.8  1.16587
  1539         831686            600             424.0  1.27540
  1540         832286            600             563.5  1.13910
  1541         832886            600             362.1  1.28434
  1542         833486            600             325.0  1.39612
  1543         834086            600             256.6  1.13853
  1544         834686            600             329.2  1.10087
  1545         835286            600             557.5  1.09414
  1546         835886            600             836.0  1.10512
  1547         836486            600             355.4  1.16783
  1548         837086            600            -145.2  1.08425
  1549         837686            600             476.0  1.24446
  1550         838286            600             165.7  1.21814
  1551         838886            600              50.6  1.07032
  1552         839486            600             999.0  1.13973
  1553         840086            600             577.3  1.14225
  1554         840686            600             691.9  1.17839
  1555         841286            600             179.4  1.09005
  1556         841886            600             320.1  1.10769
  1557         842486            600             349.4  1.50635
  1558         843086            600             519.6  1.40626
  1559         843686            600             182.0  1.31041
  1560         844286            600             596.3  1.12211
  1561         844886            600             154.9  1.30381
  1562         845486            600            1350.8  1.71510
  1563         846086            600             916.8  1.18812
  1564         846686            600             262.5  1.65401
  1565         847286            600             443.2  1.19909
  1566         847886            600             484.2  1.12393
  1567         848486            600             243.5  1.34303
  1568         849086            600             556.5  1.27551
  1569         849686            600             329.1  1.32356
  1570         850286            600             -23.2  1.14292
  1571         850886            600             861.8  1.54219
  1572         851486            600             113.3  1.45780
  1573         852086            600             680.9  1.17687
  1574         852686            600             216.2  1.07178
  1575         853286            600              25.4  1.15458
  1576         853886            600             381.4  1.18072
  1577         854486            600             681.6  1.11855
  1578         855086            600             598.6  1.29054
  1579         855686            600             296.9  1.13113
  1580         856286            600              29.1  1.15764
  1581         856886            600             587.7  1.28037
