  step    steps_total    steps_local    running_reward    loss
  1582         857486            600            1131.9  1.15852
  1583         858086            600             690.0  1.11156
  1584         858686            600             356.1  1.39331
  1585         859286            600             789.8  1.28646
  1586         859886            600            1248.6  1.10779
  1587         860486            600             837.3  1.11909
  1588         861086            600             234.4  1.40966
  1589         861686            600             258.4  1.25950
  1590         862286            600             234.0  1.26813
  1591         862886            600             392.8  1.12590
  1592         863486            600             588.3  1.11881
  1593         864086            600             -10.6  1.17256
  1594         864686            600             340.7  1.11994
  1595         865286            600             161.6  1.12088
  1596         865886            600             108.1  1.27926
  1597         866486            600             910.4  1.08536
  1598         867086            600             510.2  1.25329
  1599         867686            600             689.1  1.32321
  1600         868286            600             507.9  1.05267
  1601         868886            600             711.0  1.35141
  1602         869486            600             612.1  1.20159
  1603         870086            600             174.8  1.29353
  1604         870686            600             598.3  1.36546
  1605         871286            600            1079.5  1.26637
  1606         871886            600             628.1  1.24885
  1607         872486            600              51.5  1.17100
  1608         873086            600             580.1  1.39509
  1609         873686            600             885.8  1.33013
  1610         874286            600             335.6  1.30694
  1611         874886            600             352.8  1.25059
  1612         875486            600             409.1  1.12129
  1613         876086            600             589.1  1.13498
  1614         876686            600             185.8  1.13911
  1615         877286            600             819.7  1.40420
  1616         877886            600             481.2  1.38725
  1617         878486            600             220.5  1.12813
  1618         879086            600            1187.0  1.05644
  1619         879686            600             261.2  1.33308
  1620         880286            600             322.9  1.10093
  1621         880886            600             427.4  1.13025
  1622         881486            600             415.1  1.31527
  1623         882086            600             347.1  1.48369
  1624         882686            600              61.5  1.21606
  1625         883286            600             -69.0  1.15132
  1626         883886            600             534.3  1.20827
  1627         884486            600             256.4  1.17374
  1628         885086            600             674.1  1.27128
  1629         885686            600             292.1  1.21044
  1630         886286            600             584.0  1.07179
  1631         886886            600             261.1  1.26689
  1632         887486            600             261.0  1.26967
  1633         888086            600             561.0  1.17985
  1634         888686            600             755.7  1.51603
  1635         889286            600             295.3  1.10928
  1636         889886            600             128.3  1.43368
  1637         890486            600              95.1  1.28912
  1638         891086            600             101.4  1.80532
  1639         891686            600             283.1  1.34752
  1640         892286            600             469.8  1.21441
  1641         892886            600             957.8  1.18299
  1642         893486            600             773.3  1.51350
  1643         894086            600             -57.8  1.06506
  1644         894686            600             428.6  1.20237
  1645         895286            600             269.7  1.21843
  1646         895886            600             740.1  1.14061
  1647         896486            600             461.7  1.27992
  1648         897086            600              53.2  1.15405
  1649         897686            600             158.0  1.13128
  1650         898286            600             295.1  1.35415
  1651         898886            600            1105.5  1.43369
  1652         899486            600             499.5  1.07084
  1653         900086            600             186.6  1.28444
  1654         900686            600             354.7  1.33381
  1655         901286            600             100.0  1.19311
  1656         901886            600             248.5  1.36130
  1657         902486            600             587.0  1.43052
  1658         903086            600             338.2  1.09393
  1659         903686            600             183.2  1.37795
  1660         904286            600              46.2  1.04594
  1661         904886            600             306.9  1.41032
  1662         905486            600             511.5  1.03903
  1663         906086            600            1207.9  1.20229
  1664         906686            600             462.1  1.36820
  1665         907286            600             873.8  1.18681
  1666         907886            600             545.8  1.13791
  1667         908486            600             135.7  1.13095
  1668         909086            600             240.2  1.17495
  1669         909686            600             269.0  1.39455
  1670         910286            600              58.3  1.31819
  1671         910886            600             369.7  1.29112
  1672         911486            600             325.8  1.15703
  1673         912086            600             510.4  1.36368
  1674         912686            600             117.0  1.10796
  1675         913286            600             120.7  1.40145
  1676         913886            600              79.9  1.16390
  1677         914486            600            1000.3  1.19123
  1678         915086            600             -85.1  1.27054
  1679         915686            600               0.4  1.21623
  1680         916286            600             559.1  1.12584
  1681         916886            600             651.7  1.18430
  1682         917486            600             411.8  1.17671
  1683         918086            600             286.2  1.18686
  1684         918686            600             863.7  1.75525
  1685         919286            600             637.7  1.25953
  1686         919886            600             856.3  1.31799
  1687         920486            600            1144.6  1.08729
  1688         921086            600             -17.1  1.46868
  1689         921686            600             486.7  1.68430
  1690         922286            600             986.7  1.23749
  1691         922886            600             542.0  1.10316
  1692         923486            600             891.3  1.14654
  1693         924086            600             491.7  1.18960
  1694         924686            600             322.6  1.19187
  1695         925286            600             634.1  1.12333
  1696         925886            600              -1.9  1.20554
  1697         926486            600             621.9  1.31084
  1698         927086            600             647.7  1.59710
  1699         927686            600             290.1  1.07101
  1700         928286            600             607.9  1.23219
  1701         928886            600             534.4  1.23555
  1702         929486            600             907.0  1.17912
  1703         930086            600             482.9  1.16590
  1704         930686            600             -32.4  1.24255
  1705         931286            600             167.3  1.04981
  1706         931886            600             -41.5  1.18764
  1707         932486            600              -4.2  1.04902
  1708         933086            600             -23.2  1.21671
  1709         933686            600             650.7  1.22620
  1710         934286            600             406.2  1.06812
  1711         934886            600             168.5  1.13494
  1712         935486            600             450.6  1.27354
  1713         936086            600             284.1  1.22333
  1714         936686            600             429.8  0.98766
  1715         937286            600             501.1  1.19478
  1716         937886            600             664.3  1.27376
  1717         938486            600             495.4  1.05950
  1718         939086            600             705.4  1.26156
  1719         939686            600             -61.8  1.16508
  1720         940286            600             602.2  1.21961
  1721         940886            600             680.7  1.47757
  1722         941486            600              80.9  1.31159
  1723         942086            600             941.0  1.35582
  1724         942686            600              11.9  1.50466
  1725         943286            600             661.5  1.20649
  1726         943886            600             261.0  1.15398
  1727         944486            600              -6.4  1.15558
  1728         945086            600             820.4  1.14398
  1729         945686            600             303.9  1.14132
  1730         946286            600             384.3  1.17545
  1731         946886            600             828.9  1.14607
  1732         947486            600              -9.8  1.98251
  1733         948086            600             672.3  1.15073
  1734         948686            600              24.0  1.41827
  1735         949286            600             588.3  1.14323
  1736         949886            600             533.2  1.29787
  1737         950486            600             771.7  1.15211
  1738         951086            600             438.9  1.31552
  1739         951686            600            -151.6  1.69655
  1740         952286            600             957.2  1.10442
  1741         952886            600             453.8  1.07023
  1742         953486            600             695.5  1.52964
  1743         954086            600             669.7  1.17545
  1744         954686            600              64.7  1.27249
  1745         955286            600             414.4  1.08965
  1746         955886            600             296.3  1.16298
  1747         956486            600             708.8  1.35883
  1748         957086            600             304.3  1.20258
  1749         957686            600             499.3  0.99923
  1750         958286            600             761.3  1.26383
  1751         958886            600             208.6  1.16199
  1752         959486            600             696.1  1.16683
  1753         960086            600             431.0  1.30919
  1754         960686            600             339.4  1.20730
  1755         961286            600             373.9  1.22676
  1756         961886            600             531.8  1.04489
  1757         962486            600            1320.4  1.03773
  1758         963086            600             568.0  1.04048
  1759         963686            600            1110.1  1.27875
  1760         964286            600             583.4  1.01596
  1761         964886            600              23.4  1.15881
  1762         965486            600             596.4  1.18599
  1763         966086            600             233.2  1.15909
  1764         966686            600             371.5  1.15371
  1765         967286            600             344.6  1.09987
  1766         967886            600             643.8  1.27425
  1767         968486            600              21.5  1.12380
  1768         969086            600            1005.8  1.40117
  1769         969686            600             546.0  1.17090
  1770         970286            600             725.3  1.11112
  1771         970886            600             785.8  1.13058
  1772         971486            600             788.0  1.14893
  1773         972086            600             411.5  1.26174
  1774         972686            600             -20.4  1.26085
  1775         973286            600             382.1  1.29989
  1776         973886            600             292.9  1.21791
  1777         974486            600             326.7  1.26037
  1778         975086            600             340.8  1.11997
  1779         975686            600             947.8  1.07518
  1780         976286            600             255.0  1.61743
  1781         976886            600             265.7  1.09195
  1782         977486            600             923.2  1.15970
  1783         978086            600             428.5  1.15306
  1784         978686            600             477.8  1.11477
  1785         979286            600             234.0  1.18894
  1786         979886            600             611.3  0.99027
  1787         980486            600             395.3  1.20010
  1788         981086            600             478.0  1.05929
  1789         981686            600             315.1  1.08846
  1790         982286            600             150.5  1.22934
  1791         982886            600             909.5  1.33751
  1792         983486            600             872.3  1.54106
  1793         984086            600             607.2  1.18543
  1794         984686            600             356.8  1.21349
  1795         985286            600             224.6  1.13862
  1796         985886            600             459.2  1.15495
  1797         986486            600             928.8  1.25040
  1798         987086            600             788.9  1.13427
  1799         987686            600             522.7  1.23055
  1800         988286            600             581.8  1.02507
  1801         988886            600             257.4  1.11355
  1802         989486            600            1169.2  1.24068
  1803         990086            600             537.2  1.01260
  1804         990686            600             408.1  1.09556
  1805         991286            600             496.5  1.35672
  1806         991886            600             418.4  1.06556
  1807         992486            600             166.6  1.06510
  1808         993086            600             454.6  1.16474
  1809         993686            600             161.0  1.14312
  1810         994286            600             596.9  1.05176
  1811         994886            600             969.1  1.13159
  1812         995486            600             309.2  1.37927
  1813         996086            600              85.8  1.11576
  1814         996686            600             381.6  1.13396
  1815         997286            600             220.6  1.68183
  1816         997886            600             250.0  1.19987
  1817         998486            600             247.0  1.13943
  1818         999086            600             279.0  1.34653
  1819         999686            600             269.8  1.23546
  1820        1000286            600             779.5  1.24083
  1821        1000886            600             889.0  1.37030
  1822        1001486            600             120.5  1.30283
  1823        1002086            600             154.4  1.09311
  1824        1002686            600             352.7  1.24025
  1825        1003286            600             652.1  1.06332
  1826        1003886            600             402.2  1.24449
  1827        1004486            600             846.6  1.08676
  1828        1005086            600              -0.7  1.25857
  1829        1005686            600             775.3  1.07873
  1830        1006286            600             855.8  1.07158
  1831        1006886            600             225.0  1.15517
  1832        1007486            600             295.3  1.29434
  1833        1008086            600             888.2  1.16607
  1834        1008686            600             395.8  1.04746
  1835        1009286            600             788.9  1.13647
  1836        1009886            600            1115.1  1.23216
  1837        1010486            600             733.6  1.22858
  1838        1011086            600             395.5  1.06839
  1839        1011686            600             789.4  1.26051
  1840        1012286            600             544.6  1.12302
  1841        1012886            600             706.8  1.50557
  1842        1013486            600             715.7  1.32731
  1843        1014086            600             469.3  1.12527
  1844        1014686            600             252.5  1.13321
  1845        1015286            600             333.2  1.13563
  1846        1015886            600             185.1  1.14767
  1847        1016486            600             103.5  1.12823
  1848        1017086            600             553.3  1.14999
  1849        1017686            600             275.6  1.24788
  1850        1018286            600             374.4  1.11331
  1851        1018886            600             136.2  1.12588
  1852        1019486            600             587.7  1.33633
  1853        1020086            600             566.4  1.18678
  1854        1020686            600             278.5  1.18224
  1855        1021286            600             513.0  1.50118
  1856        1021886            600             140.6  1.24076
  1857        1022486            600             820.4  1.39847
  1858        1023086            600            1003.4  1.34736
  1859        1023686            600             762.3  1.09774
  1860        1024286            600             476.5  1.24404
  1861        1024879            593             -74.9  1.23060
  1862        1025479            600              91.8  1.12757
  1863        1026079            600             267.4  1.20862
  1864        1026679            600             -16.9  1.13080
  1865        1027279            600             105.2  1.18820
  1866        1027879            600             431.0  1.05238
  1867        1028479            600             812.6  1.09969
  1868        1029079            600             674.9  1.32402
  1869        1029679            600             562.6  1.11991
  1870        1030279            600             120.3  1.19394
  1871        1030879            600             111.6  1.20651
  1872        1031479            600             254.5  1.20369
  1873        1032079            600             278.3  1.37093
  1874        1032679            600             836.5  1.28452
  1875        1033279            600             420.8  1.12862
  1876        1033879            600             494.1  1.33804
  1877        1034479            600             654.5  1.29752
  1878        1035079            600             590.4  1.36350
  1879        1035679            600             555.2  1.04921
  1880        1036279            600             275.9  1.26246
  1881        1036879            600             745.7  1.12352
  1882        1037479            600             352.2  1.14160
  1883        1038079            600             449.9  1.65814
  1884        1038679            600             842.0  1.11032
  1885        1039279            600             373.6  1.15979
  1886        1039879            600             181.4  1.13506
  1887        1040479            600             348.7  1.50922
  1888        1041079            600             250.8  1.08740
  1889        1041679            600             211.0  1.29755
  1890        1042279            600             688.0  1.19013
  1891        1042879            600             248.8  1.11918
  1892        1043479            600             736.0  1.29100
  1893        1044079            600             422.7  1.08105
  1894        1044679            600             986.0  1.17627
  1895        1045279            600             295.3  1.32888
  1896        1045879            600             188.4  1.22285
  1897        1046479            600             556.9  1.22327
  1898        1047079            600             550.0  1.10549
  1899        1047679            600             -43.2  1.18615
  1900        1048279            600             423.8  1.09444
  1901        1048879            600             348.4  1.33668
  1902        1049479            600             191.4  1.06954
  1903        1050079            600             536.1  1.24465
  1904        1050679            600             338.1  1.24634
  1905        1051279            600             779.8  1.28002
  1906        1051879            600             640.1  1.27030
  1907        1052479            600             453.7  1.20423
  1908        1053079            600            1026.5  1.02269
  1909        1053252            173            -437.8  1.28480
  1910        1053852            600             617.1  1.18460
  1911        1054452            600             123.2  1.20523
  1912        1055052            600             519.1  1.17081
  1913        1055652            600             354.6  1.13283
  1914        1056252            600             629.9  1.23594
  1915        1056852            600             -43.6  1.25216
  1916        1057452            600              18.5  1.11935
  1917        1058052            600             844.1  1.16563
  1918        1058652            600             776.4  1.05320
  1919        1059252            600             710.7  1.50556
  1920        1059852            600             141.6  1.15183
  1921        1060452            600             480.3  1.27165
  1922        1061052            600             713.8  1.07921
  1923        1061652            600             619.3  1.08968
  1924        1062252            600             510.6  1.19759
  1925        1062852            600             325.2  1.75124
  1926        1063452            600             488.7  1.29435
  1927        1064052            600             497.6  1.19442
  1928        1064652            600              40.7  1.17279
  1929        1065252            600             746.7  1.09075
  1930        1065852            600             605.4  1.11348
  1931        1066452            600             635.5  1.13261
  1932        1067052            600             346.0  1.11629
  1933        1067652            600             985.3  1.17021
  1934        1068252            600              71.1  1.06965
  1935        1068852            600             280.2  1.17418
  1936        1069452            600             518.9  1.17195
  1937        1070052            600             480.5  1.10241
  1938        1070652            600             598.6  1.13219
  1939        1071252            600             127.7  1.08197
  1940        1071852            600             -70.8  1.06423
  1941        1072452            600             757.2  1.29740
  1942        1073052            600             219.8  1.22980
  1943        1073652            600             450.8  1.06547
  1944        1074252            600             596.6  1.20458
  1945        1074852            600             -15.4  1.17180
  1946        1075452            600            -109.8  1.23432
  1947        1076052            600             246.2  1.25506
  1948        1076652            600             296.7  1.13405
  1949        1077252            600             547.1  1.20905
  1950        1077852            600             624.9  1.19799
  1951        1078452            600             456.3  1.19859
  1952        1079052            600             270.1  1.12019
  1953        1079652            600             145.2  1.44414
  1954        1080252            600             604.9  1.21015
  1955        1080852            600             743.9  1.34971
  1956        1081452            600             857.0  1.74150
  1957        1082052            600             720.9  1.17067
  1958        1082652            600            1153.0  1.16514
  1959        1083252            600             278.3  1.13955
  1960        1083852            600            1135.6  1.08988
  1961        1084452            600             476.4  1.30652
  1962        1085052            600             322.8  1.16595
  1963        1085652            600             870.6  1.00277
  1964        1086252            600             776.7  1.09658
  1965        1086852            600             867.0  1.22492
  1966        1087452            600             181.2  1.39252
  1967        1088052            600             909.1  1.10323
  1968        1088652            600             473.3  1.20044
  1969        1089252            600             618.3  1.22827
  1970        1089852            600             511.3  1.10145
  1971        1090452            600             797.1  1.29007
  1972        1091052            600             274.3  1.05735
  1973        1091652            600             161.6  1.03960
  1974        1092252            600             335.2  1.03409
  1975        1092852            600             145.2  1.17642
  1976        1093452            600             524.8  1.16869
  1977        1094052            600             751.8  1.11330
  1978        1094652            600             247.4  1.12381
  1979        1095252            600               5.0  1.03001
  1980        1095852            600             755.5  1.25979
  1981        1096452            600             157.2  1.21284
  1982        1097052            600             528.5  1.11246
  1983        1097652            600             167.9  1.15905
  1984        1098252            600             291.2  1.02038
  1985        1098852            600             406.4  1.07690
  1986        1099452            600             699.4  1.22074
  1987        1100052            600             506.6  1.27612
  1988        1100652            600             559.4  1.27402
  1989        1101252            600             775.7  1.59824
  1990        1101852            600             463.0  1.00753
  1991        1102452            600             232.4  1.09112
  1992        1103052            600             414.8  1.02468
  1993        1103652            600             213.3  1.10749
  1994        1104252            600             501.7  1.09538
  1995        1104852            600             430.6  1.32091
  1996        1105452            600             450.4  0.97002
  1997        1106052            600             665.2  1.26742
  1998        1106652            600             330.5  1.03802
  1999        1107252            600             379.7  1.08715
  2000        1107852            600             556.8  1.01648
  2001        1108452            600             518.4  1.12429
  2002        1109052            600             288.9  1.25163
  2003        1109652            600             402.7  1.48209
  2004        1110252            600             242.1  1.02890
  2005        1110852            600             429.6  1.16706
  2006        1111452            600             170.2  1.07028
  2007        1112052            600             547.5  1.11703
  2008        1112652            600             827.8  1.01166
  2009        1113252            600             615.7  1.07105
  2010        1113852            600             427.9  1.07595
  2011        1114452            600             505.7  1.02479
  2012        1115052            600             437.5  1.16990
  2013        1115652            600             243.6  1.04245
  2014        1116252            600             213.0  1.02857
  2015        1116852            600             443.6  1.05666
  2016        1117452            600             138.5  1.22649
  2017        1118052            600             785.8  1.04839
  2018        1118652            600             -38.6  0.95647
  2019        1119252            600             269.8  1.07466
  2020        1119852            600             703.7  1.49489
  2021        1120452            600             372.2  1.29123
  2022        1121052            600             136.4  1.25729
  2023        1121652            600             477.5  1.16749
  2024        1122252            600             208.1  1.05515
  2025        1122852            600             668.6  1.16183
  2026        1123452            600             908.3  1.23403
  2027        1124052            600             477.7  1.05759
  2028        1124652            600             795.3  1.06985
  2029        1125252            600             428.0  1.13450
  2030        1125852            600             793.8  1.07464
  2031        1126452            600             254.1  1.13500
  2032        1127052            600             620.0  1.67149
  2033        1127652            600             666.6  1.00291
  2034        1128252            600            1025.0  1.13318
  2035        1128852            600             275.8  1.28789
  2036        1129452            600             433.3  1.08127
  2037        1130052            600             905.2  0.99319
  2038        1130652            600              68.6  1.41614
  2039        1131252            600            1017.0  1.23257
  2040        1131852            600             783.3  1.15776
  2041        1132452            600             913.1  1.17465
  2042        1133052            600             812.6  1.42384
  2043        1133652            600             841.0  1.02528
  2044        1134252            600             129.3  1.37694
  2045        1134852            600             246.5  1.28563
  2046        1135452            600             419.7  1.22973
  2047        1136052            600             339.9  1.09052
  2048        1136652            600             574.4  0.99782
  2049        1137252            600             328.2  1.04359
  2050        1137852            600             222.9  1.11481
  2051        1138452            600            -104.5  1.21666
  2052        1139052            600              91.9  1.04185
  2053        1139652            600             815.4  1.20120
  2054        1140252            600             451.4  1.14045
  2055        1140852            600             248.4  1.05111
  2056        1141452            600             744.4  1.04948
  2057        1142052            600              27.5  1.03565
  2058        1142652            600             259.2  1.12070
  2059        1143252            600             585.9  1.03142
  2060        1143852            600             424.8  1.11517
  2061        1144452            600             547.7  1.22627
  2062        1145052            600             253.9  1.01798
  2063        1145652            600              44.4  1.05638
  2064        1146252            600            1058.8  0.98937
  2065        1146852            600             191.6  1.10162
  2066        1147452            600             726.7  1.02887
  2067        1148052            600             690.9  1.16050
  2068        1148652            600             764.4  1.18499
  2069        1149252            600              39.7  1.24072
  2070        1149852            600             361.2  1.38550
  2071        1150452            600             443.4  1.14861
  2072        1151052            600             387.5  1.29039
  2073        1151652            600             526.8  1.20055
  2074        1152252            600             321.7  1.02136
  2075        1152852            600             587.1  0.96513
  2076        1153452            600             533.7  1.02348
  2077        1154052            600              81.0  1.05594
  2078        1154652            600             459.0  1.10351
  2079        1155252            600             794.8  1.06947
  2080        1155852            600            1077.8  1.22411
  2081        1156452            600               2.6  0.95244
  2082        1157052            600            -245.4  1.30028
  2083        1157652            600             129.4  1.04238
  2084        1158252            600             275.3  0.98205
  2085        1158852            600             446.8  1.06140
  2086        1159452            600             169.4  1.14886
  2087        1160052            600             714.5  1.15610
  2088        1160652            600             301.3  1.18046
  2089        1161252            600            1094.3  1.09999
  2090        1161852            600             449.9  1.18432
  2091        1162452            600             706.5  1.27580
  2092        1163052            600             778.5  1.07224
  2093        1163652            600             230.2  1.28438
  2094        1164252            600             566.4  1.12956
  2095        1164852            600            -158.4  0.97900
  2096        1165452            600             344.3  1.15576
  2097        1166052            600             363.5  1.21753
  2098        1166652            600            -117.0  1.12085
  2099        1167252            600             528.5  1.04829
  2100        1167852            600             503.0  0.97985
  2101        1168452            600             492.5  1.47116
  2102        1169052            600             364.7  0.98947
  2103        1169652            600             908.5  1.04368
  2104        1170252            600             538.8  1.04136
  2105        1170852            600             730.6  1.32636
  2106        1171452            600             135.1  1.07858
  2107        1172052            600             684.7  0.96891
  2108        1172652            600             210.1  1.13333
  2109        1173252            600             351.9  1.16045
  2110        1173852            600             451.1  1.21967
  2111        1174452            600             418.4  1.27028
  2112        1175052            600             307.7  1.07066
  2113        1175652            600             624.3  1.32434
  2114        1176252            600             470.3  1.12811
  2115        1176852            600             299.9  1.08997
  2116        1177452            600             556.5  0.98279
  2117        1178052            600             331.2  1.03185
  2118        1178652            600             539.6  1.04466
  2119        1179252            600             691.3  1.14458
  2120        1179852            600             608.1  1.35512
  2121        1180452            600             496.7  1.63944
  2122        1181052            600             160.3  1.00683
  2123        1181652            600             904.6  1.16362
  2124        1182252            600             226.5  1.16205
  2125        1182852            600             277.9  1.03769
  2126        1183452            600              60.5  1.10447
  2127        1184052            600             105.1  1.19430
  2128        1184652            600             530.3  1.04813
  2129        1185252            600             606.3  1.17270
  2130        1185852            600             628.5  1.05320
  2131        1186452            600             430.7  1.08266
  2132        1187052            600              27.1  1.17355
  2133        1187652            600             -68.4  0.97283
  2134        1188252            600             313.8  1.17309
  2135        1188852            600             115.1  1.11579
  2136        1189452            600             572.7  1.02265
  2137        1190052            600             383.9  1.19832
  2138        1190652            600             924.9  1.10765
  2139        1191252            600             793.3  0.97562
  2140        1191852            600             783.9  1.18779
  2141        1192452            600             253.6  1.24073
  2142        1193052            600             877.7  0.95174
  2143        1193652            600             300.0  1.30624
  2144        1194252            600             464.0  1.03338
  2145        1194852            600             641.7  1.06962
  2146        1195452            600             180.2  1.09596
  2147        1196052            600             187.1  1.00566
  2148        1196652            600            -260.4  1.18828
  2149        1197252            600             379.0  1.00657
  2150        1197852            600             -58.6  0.99735
  2151        1198452            600             165.3  1.15895
  2152        1199052            600             211.4  0.95920
  2153        1199652            600             141.2  1.00501
  2154        1200252            600             552.8  1.07734
  2155        1200852            600             818.7  1.15100
  2156        1201452            600             596.0  1.13355
  2157        1202052            600             721.4  1.18706
  2158        1202652            600             569.8  1.01145
  2159        1203252            600             385.2  1.28839
  2160        1203852            600             720.2  1.10754
  2161        1204452            600            1139.8  1.49336
  2162        1205052            600             838.8  1.10108
  2163        1205652            600             412.9  1.13828
  2164        1206252            600            1002.8  1.25184
  2165        1206852            600             173.5  1.08679
  2166        1207452            600             270.1  0.99004
  2167        1208052            600             895.5  1.17541
  2168        1208652            600             814.4  1.11422
  2169        1209252            600              -1.5  1.10059
  2170        1209852            600             760.0  1.07600
  2171        1210452            600             380.1  1.00596
  2172        1211052            600             748.9  1.36359
  2173        1211652            600             348.1  0.92299
  2174        1212252            600             102.1  1.11199
  2175        1212852            600              35.4  1.01209
  2176        1213452            600            1029.4  1.01645
  2177        1214052            600             706.5  1.01065
  2178        1214652            600             354.3  1.24726
  2179        1215252            600             195.4  1.29201
  2180        1215852            600             204.7  1.00359
  2181        1216452            600             264.0  1.35989
  2182        1217052            600             296.4  1.07058
  2183        1217652            600             391.9  1.14432
  2184        1218252            600              74.4  1.07991
  2185        1218852            600             348.1  1.37750
  2186        1219452            600             923.9  1.22473
  2187        1220052            600             664.3  1.11013
  2188        1220652            600             140.2  0.97352
  2189        1221252            600             465.5  1.11733
  2190        1221852            600              82.4  1.22475
  2191        1222452            600             463.9  1.11163
  2192        1223052            600             493.1  1.07019
  2193        1223652            600             339.6  1.13558
  2194        1224252            600             490.3  1.19089
  2195        1224852            600            1158.3  1.04993
  2196        1225452            600             293.8  1.15576
  2197        1226052            600             468.6  1.08931
  2198        1226652            600             412.2  1.09088
  2199        1227252            600             677.6  1.21990
  2200        1227852            600            1059.0  1.10593
  2201        1228452            600             562.0  0.98404
  2202        1229052            600             252.3  1.02515
  2203        1229652            600             356.5  1.04448
  2204        1230252            600             520.5  1.19682
  2205        1230852            600             670.7  1.46585
  2206        1231452            600             817.6  1.17512
  2207        1232052            600             173.9  0.99376
  2208        1232652            600             357.5  1.35954
  2209        1233252            600             465.3  0.95203
  2210        1233852            600             511.0  1.24832
  2211        1234452            600             527.0  1.04666
  2212        1235052            600             290.9  0.92103
  2213        1235652            600             449.1  1.33363
  2214        1236252            600             361.1  0.96511
  2215        1236852            600             629.9  0.94989
  2216        1237452            600             272.3  1.00827
  2217        1238052            600             282.7  1.01622
  2218        1238652            600             804.9  1.11797
  2219        1239252            600             418.0  0.96912
  2220        1239852            600             239.5  0.97760
  2221        1240452            600             254.6  0.93263
  2222        1241052            600             549.3  0.99734
  2223        1241652            600              33.6  1.05285
  2224        1242252            600             583.8  1.01952
  2225        1242852            600            1033.9  1.08978
  2226        1243452            600             843.1  0.95393
  2227        1244052            600             680.4  1.17159
  2228        1244652            600             495.0  1.06910
  2229        1245252            600             666.4  1.05948
  2230        1245852            600             -28.0  1.10434
  2231        1246452            600             719.2  1.04310
  2232        1247052            600             238.7  1.13842
  2233        1247652            600             280.3  1.08548
  2234        1248252            600             266.3  0.94273
  2235        1248852            600             542.2  1.00690
  2236        1249452            600              35.1  1.05650
  2237        1250052            600            1007.2  1.16901
  2238        1250652            600            1139.7  1.14906
  2239        1250986            334            -334.1  0.93034
  2240        1251586            600            1130.3  1.15686
  2241        1252186            600             465.1  1.08415
  2242        1252786            600             -43.1  1.11343
  2243        1253386            600             298.5  1.08310
  2244        1253986            600             456.0  1.20224
  2245        1254586            600             517.6  0.89340
  2246        1255186            600             102.6  1.13344
  2247        1255786            600             744.7  1.17983
  2248        1256386            600             588.6  0.93562
  2249        1256986            600             265.3  0.94993
  2250        1257586            600             663.8  1.14718
  2251        1258186            600             181.1  1.15445
  2252        1258462            276            -229.1  1.25360
  2253        1259062            600             -23.3  0.96511
  2254        1259662            600             795.2  1.15034
  2255        1260262            600             589.0  1.05931
  2256        1260862            600             405.9  1.04328
  2257        1261462            600             917.3  1.09204
  2258        1262062            600             -75.0  1.34210
  2259        1262662            600             491.6  1.09357
  2260        1263262            600             722.3  1.21144
  2261        1263862            600             600.4  0.93349
  2262        1264462            600             594.7  1.03751
  2263        1265062            600              18.0  0.90938
  2264        1265662            600             632.4  1.00692
  2265        1266262            600             -46.8  1.01909
  2266        1266862            600             840.6  1.14724
  2267        1267462            600             408.3  0.94622
  2268        1268062            600             208.5  0.88482
  2269        1268662            600             702.6  1.24402
  2270        1269262            600              16.8  0.93329
  2271        1269862            600             316.1  1.07201
  2272        1270462            600             694.0  1.06038
  2273        1271062            600              -5.7  0.94898
  2274        1271662            600             818.1  0.92959
  2275        1272262            600              55.9  1.07884
  2276        1272862            600             725.8  1.05413
  2277        1273462            600             674.4  1.05430
  2278        1274062            600            -101.3  0.92891
  2279        1274662            600             708.6  1.04001
  2280        1275262            600             541.3  0.98231
  2281        1275862            600             645.8  1.00939
  2282        1276462            600             452.9  0.96252
  2283        1277062            600             466.0  1.01868
  2284        1277662            600             299.4  1.31446
  2285        1278262            600             440.9  1.02339
  2286        1278862            600             146.9  0.93289
  2287        1279462            600             430.3  1.31524
  2288        1280062            600             627.2  1.06331
  2289        1280662            600              44.0  1.15402
  2290        1281262            600              58.3  1.27120
  2291        1281862            600              46.8  1.00874
  2292        1282462            600             234.4  1.04481
  2293        1283062            600              13.3  1.09139
  2294        1283662            600             385.8  1.03653
  2295        1284262            600             771.2  0.97141
  2296        1284862            600             549.6  1.03711
  2297        1285462            600             566.6  1.09305
  2298        1286062            600             183.6  1.07268
  2299        1286662            600             679.2  1.03118
  2300        1287262            600             626.1  1.05410
  2301        1287862            600              -5.4  1.23360
  2302        1288462            600             505.8  1.17130
  2303        1289062            600             309.8  1.13358
  2304        1289662            600             584.8  1.02679
  2305        1290262            600             833.7  1.29352
  2306        1290862            600             603.8  0.91309
  2307        1291462            600             835.8  1.12070
  2308        1292062            600             388.6  0.93405
  2309        1292662            600              17.2  0.94914
  2310        1293262            600            1170.1  1.04416
  2311        1293862            600             724.1  1.17647
  2312        1294462            600             592.5  0.98338
  2313        1295062            600             756.8  1.11250
  2314        1295662            600             355.6  0.98740
  2315        1296262            600             467.7  1.07752
  2316        1296862            600             639.4  0.90266
  2317        1297462            600             536.3  0.96936
  2318        1298062            600             -36.5  1.08060
  2319        1298662            600             -42.9  1.11039
  2320        1299262            600             945.2  0.95053
  2321        1299862            600             153.8  0.95871
  2322        1300462            600             261.0  1.25494
  2323        1301062            600             191.9  1.17470
  2324        1301662            600             536.6  1.05791
  2325        1302262            600             221.7  1.05047
